Sequence,RES_OCC_SCH,RES_LIGHT_SCH,RES_EQP_SCH
7075,0.87,0.829,1
7076,0.87,0.986,0.93
7077,0.87,1,0.89
7078,1,0.692,0.85
7079,1,0.384,0.71
7080,1,0.16,0.58
7081,1,0.067,0.45
7082,1,0.067,0.41
7083,1,0.067,0.39
7084,1,0.067,0.38
7085,1,0.187,0.38
7086,1,0.394,0.43
7087,1,0.44,0.54
7088,0.85,0.393,0.65
7089,0.39,0.172,0.66
7090,0.25,0.119,0.67
7091,0.25,0.119,0.69
7092,0.25,0.119,0.7
7093,0.25,0.119,0.69
7094,0.25,0.119,0.66
7095,0.25,0.119,0.65
7096,0.25,0.206,0.68
7097,0.3,0.439,0.8
7098,0.52,0.616,1
7099,0.87,0.829,1
7100,0.87,0.986,0.93
7101,0.87,1,0.89
7102,1,0.692,0.85
7103,1,0.384,0.71
7104,1,0.16,0.58
7105,1,0.067,0.45
7106,1,0.067,0.41
7107,1,0.067,0.39
7108,1,0.067,0.38
7109,1,0.187,0.38
7110,1,0.394,0.43
7111,1,0.44,0.54
7112,0.85,0.393,0.65
7113,0.39,0.172,0.66
7114,0.25,0.119,0.67
7115,0.25,0.119,0.69
7116,0.25,0.119,0.7
7117,0.25,0.119,0.69
7118,0.25,0.119,0.66
7119,0.25,0.119,0.65
7120,0.25,0.206,0.68
7121,0.3,0.439,0.8
7122,0.52,0.616,1
7123,0.87,0.829,1
7124,0.87,0.986,0.93
7125,0.87,1,0.89
7126,1,0.692,0.85
7127,1,0.384,0.71
7128,1,0.16,0.58
7129,1,0.067,0.45
7130,1,0.067,0.41
7131,1,0.067,0.39
7132,1,0.067,0.38
7133,1,0.187,0.38
7134,1,0.394,0.43
7135,1,0.44,0.54
7136,0.85,0.393,0.65
7137,0.39,0.172,0.66
7138,0.25,0.119,0.67
7139,0.25,0.119,0.69
7140,0.25,0.119,0.7
7141,0.25,0.119,0.69
7142,0.25,0.119,0.66
7143,0.25,0.119,0.65
7144,0.25,0.206,0.68
7145,0.3,0.439,0.8
7146,0.52,0.616,1
7147,0.87,0.829,1
7148,0.87,0.986,0.93
7149,0.87,1,0.89
7150,1,0.692,0.85
7151,1,0.384,0.71
7152,1,0.16,0.58
7153,1,0.067,0.45
7154,1,0.067,0.41
7155,1,0.067,0.39
7156,1,0.067,0.38
7157,1,0.187,0.38
7158,1,0.394,0.43
7159,1,0.44,0.54
7160,0.85,0.393,0.65
7161,0.39,0.172,0.66
7162,0.25,0.119,0.67
7163,0.25,0.119,0.69
7164,0.25,0.119,0.7
7165,0.25,0.119,0.69
7166,0.25,0.119,0.66
7167,0.25,0.119,0.65
7168,0.25,0.206,0.68
7169,0.3,0.439,0.8
7170,0.52,0.616,1
7171,0.87,0.829,1
7172,0.87,0.986,0.93
7173,0.87,1,0.89
7174,1,0.692,0.85
7175,1,0.384,0.71
7176,1,0.16,0.58
7177,1,0.067,0.45
7178,1,0.067,0.41
7179,1,0.067,0.39
7180,1,0.067,0.38
7181,1,0.187,0.38
7182,1,0.394,0.43
7183,1,0.44,0.54
7184,0.85,0.393,0.65
7185,0.39,0.172,0.66
7186,0.25,0.119,0.67
7187,0.25,0.119,0.69
7188,0.25,0.119,0.7
7189,0.25,0.119,0.69
7190,0.25,0.119,0.66
7191,0.25,0.119,0.65
7192,0.25,0.206,0.68
7193,0.3,0.439,0.8
7194,0.52,0.616,1
7195,0.87,0.829,1
7196,0.87,0.986,0.93
7197,0.87,1,0.89
7198,1,0.692,0.85
7199,1,0.384,0.71
7200,1,0.16,0.58
7201,1,0.067,0.45
7202,1,0.067,0.41
7203,1,0.067,0.39
7204,1,0.067,0.38
7205,1,0.187,0.38
7206,1,0.394,0.43
7207,1,0.44,0.54
7208,0.85,0.393,0.65
7209,0.39,0.172,0.66
7210,0.25,0.119,0.67
7211,0.25,0.119,0.69
7212,0.25,0.119,0.7
7213,0.25,0.119,0.69
7214,0.25,0.119,0.66
7215,0.25,0.119,0.65
7216,0.25,0.206,0.68
7217,0.3,0.439,0.8
7218,0.52,0.616,1
7219,0.87,0.829,1
7220,0.87,0.986,0.93
7221,0.87,1,0.89
7222,1,0.692,0.85
7223,1,0.384,0.71
7224,1,0.16,0.58
7225,1,0.067,0.45
7226,1,0.067,0.41
7227,1,0.067,0.39
7228,1,0.067,0.38
7229,1,0.187,0.38
7230,1,0.394,0.43
7231,1,0.44,0.54
7232,0.85,0.393,0.65
7233,0.39,0.172,0.66
7234,0.25,0.119,0.67
7235,0.25,0.119,0.69
7236,0.25,0.119,0.7
7237,0.25,0.119,0.69
7238,0.25,0.119,0.66
7239,0.25,0.119,0.65
7240,0.25,0.206,0.68
7241,0.3,0.439,0.8
7242,0.52,0.616,1
7243,0.87,0.829,1
7244,0.87,0.986,0.93
7245,0.87,1,0.89
7246,1,0.692,0.85
7247,1,0.384,0.71
7248,1,0.16,0.58
7249,1,0.067,0.45
7250,1,0.067,0.41
7251,1,0.067,0.39
7252,1,0.067,0.38
7253,1,0.187,0.38
7254,1,0.394,0.43
7255,1,0.44,0.54
7256,0.85,0.393,0.65
7257,0.39,0.172,0.66
7258,0.25,0.119,0.67
7259,0.25,0.119,0.69
7260,0.25,0.119,0.7
7261,0.25,0.119,0.69
7262,0.25,0.119,0.66
7263,0.25,0.119,0.65
7264,0.25,0.206,0.68
7265,0.3,0.439,0.8
7266,0.52,0.616,1
7267,0.87,0.829,1
7268,0.87,0.986,0.93
7269,0.87,1,0.89
7270,1,0.692,0.85
7271,1,0.384,0.71
7272,1,0.16,0.58
7273,1,0.067,0.45
7274,1,0.067,0.41
7275,1,0.067,0.39
7276,1,0.067,0.38
7277,1,0.187,0.38
7278,1,0.394,0.43
7279,1,0.44,0.54
7280,0.85,0.393,0.65
7281,0.39,0.172,0.66
7282,0.25,0.119,0.67
7283,0.25,0.119,0.69
7284,0.25,0.119,0.7
7285,0.25,0.119,0.69
7286,0.25,0.119,0.66
7287,0.25,0.119,0.65
7288,0.25,0.206,0.68
7289,0.3,0.439,0.8
7290,0.52,0.616,1
7291,0.87,0.829,1
7292,0.87,0.986,0.93
7293,0.87,1,0.89
7294,1,0.692,0.85
7295,1,0.384,0.71
7296,1,0.16,0.58
7297,1,0.067,0.45
7298,1,0.067,0.41
7299,1,0.067,0.39
7300,1,0.067,0.38
7301,1,0.187,0.38
7302,1,0.394,0.43
7303,1,0.44,0.54
7304,0.85,0.393,0.65
7305,0.39,0.172,0.66
7306,0.25,0.119,0.67
7307,0.25,0.119,0.69
7308,0.25,0.119,0.7
7309,0.25,0.119,0.69
7310,0.25,0.119,0.66
7311,0.25,0.119,0.65
7312,0.25,0.206,0.68
7313,0.3,0.439,0.8
7314,0.52,0.616,1
7315,0.87,0.829,1
7316,0.87,0.986,0.93
7317,0.87,1,0.89
7318,1,0.692,0.85
7319,1,0.384,0.71
7320,1,0.16,0.58
7321,1,0.067,0.45
7322,1,0.067,0.41
7323,1,0.067,0.39
7324,1,0.067,0.38
7325,1,0.187,0.38
7326,1,0.394,0.43
7327,1,0.44,0.54
7328,0.85,0.393,0.65
7329,0.39,0.172,0.66
7330,0.25,0.119,0.67
7331,0.25,0.119,0.69
7332,0.25,0.119,0.7
7333,0.25,0.119,0.69
7334,0.25,0.119,0.66
7335,0.25,0.119,0.65
7336,0.25,0.206,0.68
7337,0.3,0.439,0.8
7338,0.52,0.616,1
7339,0.87,0.829,1
7340,0.87,0.986,0.93
7341,0.87,1,0.89
7342,1,0.692,0.85
7343,1,0.384,0.71
7344,1,0.16,0.58
7345,1,0.067,0.45
7346,1,0.067,0.41
7347,1,0.067,0.39
7348,1,0.067,0.38
7349,1,0.187,0.38
7350,1,0.394,0.43
7351,1,0.44,0.54
7352,0.85,0.393,0.65
7353,0.39,0.172,0.66
7354,0.25,0.119,0.67
7355,0.25,0.119,0.69
7356,0.25,0.119,0.7
7357,0.25,0.119,0.69
7358,0.25,0.119,0.66
7359,0.25,0.119,0.65
7360,0.25,0.206,0.68
7361,0.3,0.439,0.8
7362,0.52,0.616,1
7363,0.87,0.829,1
7364,0.87,0.986,0.93
7365,0.87,1,0.89
7366,1,0.692,0.85
7367,1,0.384,0.71
7368,1,0.16,0.58
7369,1,0.067,0.45
7370,1,0.067,0.41
7371,1,0.067,0.39
7372,1,0.067,0.38
7373,1,0.187,0.38
7374,1,0.394,0.43
7375,1,0.44,0.54
7376,0.85,0.393,0.65
7377,0.39,0.172,0.66
7378,0.25,0.119,0.67
7379,0.25,0.119,0.69
7380,0.25,0.119,0.7
7381,0.25,0.119,0.69
7382,0.25,0.119,0.66
7383,0.25,0.119,0.65
7384,0.25,0.206,0.68
7385,0.3,0.439,0.8
7386,0.52,0.616,1
7387,0.87,0.829,1
7388,0.87,0.986,0.93
7389,0.87,1,0.89
7390,1,0.692,0.85
7391,1,0.384,0.71
7392,1,0.16,0.58
7393,1,0.067,0.45
7394,1,0.067,0.41
7395,1,0.067,0.39
7396,1,0.067,0.38
7397,1,0.187,0.38
7398,1,0.394,0.43
7399,1,0.44,0.54
7400,0.85,0.393,0.65
7401,0.39,0.172,0.66
7402,0.25,0.119,0.67
7403,0.25,0.119,0.69
7404,0.25,0.119,0.7
7405,0.25,0.119,0.69
7406,0.25,0.119,0.66
7407,0.25,0.119,0.65
7408,0.25,0.206,0.68
7409,0.3,0.439,0.8
7410,0.52,0.616,1
7411,0.87,0.829,1
7412,0.87,0.986,0.93
7413,0.87,1,0.89
7414,1,0.692,0.85
7415,1,0.384,0.71
7416,1,0.16,0.58
7417,1,0.067,0.45
7418,1,0.067,0.41
7419,1,0.067,0.39
7420,1,0.067,0.38
7421,1,0.187,0.38
7422,1,0.394,0.43
7423,1,0.44,0.54
7424,0.85,0.393,0.65
7425,0.39,0.172,0.66
7426,0.25,0.119,0.67
7427,0.25,0.119,0.69
7428,0.25,0.119,0.7
7429,0.25,0.119,0.69
7430,0.25,0.119,0.66
7431,0.25,0.119,0.65
7432,0.25,0.206,0.68
7433,0.3,0.439,0.8
7434,0.52,0.616,1
7435,0.87,0.829,1
7436,0.87,0.986,0.93
7437,0.87,1,0.89
7438,1,0.692,0.85
7439,1,0.384,0.71
7440,1,0.16,0.58
7441,1,0.067,0.45
7442,1,0.067,0.41
7443,1,0.067,0.39
7444,1,0.067,0.38
7445,1,0.187,0.38
7446,1,0.394,0.43
7447,1,0.44,0.54
7448,0.85,0.393,0.65
7449,0.39,0.172,0.66
7450,0.25,0.119,0.67
7451,0.25,0.119,0.69
7452,0.25,0.119,0.7
7453,0.25,0.119,0.69
7454,0.25,0.119,0.66
7455,0.25,0.119,0.65
7456,0.25,0.206,0.68
7457,0.3,0.439,0.8
7458,0.52,0.616,1
7459,0.87,0.829,1
7460,0.87,0.986,0.93
7461,0.87,1,0.89
7462,1,0.692,0.85
7463,1,0.384,0.71
7464,1,0.16,0.58
7465,1,0.067,0.45
7466,1,0.067,0.41
7467,1,0.067,0.39
7468,1,0.067,0.38
7469,1,0.187,0.38
7470,1,0.394,0.43
7471,1,0.44,0.54
7472,0.85,0.393,0.65
7473,0.39,0.172,0.66
7474,0.25,0.119,0.67
7475,0.25,0.119,0.69
7476,0.25,0.119,0.7
7477,0.25,0.119,0.69
7478,0.25,0.119,0.66
7479,0.25,0.119,0.65
7480,0.25,0.206,0.68
7481,0.3,0.439,0.8
7482,0.52,0.616,1
7483,0.87,0.829,1
7484,0.87,0.986,0.93
7485,0.87,1,0.89
7486,1,0.692,0.85
7487,1,0.384,0.71
7488,1,0.16,0.58
7489,1,0.067,0.45
7490,1,0.067,0.41
7491,1,0.067,0.39
7492,1,0.067,0.38
7493,1,0.187,0.38
7494,1,0.394,0.43
7495,1,0.44,0.54
7496,0.85,0.393,0.65
7497,0.39,0.172,0.66
7498,0.25,0.119,0.67
7499,0.25,0.119,0.69
7500,0.25,0.119,0.7
7501,0.25,0.119,0.69
7502,0.25,0.119,0.66
7503,0.25,0.119,0.65
7504,0.25,0.206,0.68
7505,0.3,0.439,0.8
7506,0.52,0.616,1
7507,0.87,0.829,1
7508,0.87,0.986,0.93
7509,0.87,1,0.89
7510,1,0.692,0.85
7511,1,0.384,0.71
7512,1,0.16,0.58
7513,1,0.067,0.45
7514,1,0.067,0.41
7515,1,0.067,0.39
7516,1,0.067,0.38
7517,1,0.187,0.38
7518,1,0.394,0.43
7519,1,0.44,0.54
7520,0.85,0.393,0.65
7521,0.39,0.172,0.66
7522,0.25,0.119,0.67
7523,0.25,0.119,0.69
7524,0.25,0.119,0.7
7525,0.25,0.119,0.69
7526,0.25,0.119,0.66
7527,0.25,0.119,0.65
7528,0.25,0.206,0.68
7529,0.3,0.439,0.8
7530,0.52,0.616,1
7531,0.87,0.829,1
7532,0.87,0.986,0.93
7533,0.87,1,0.89
7534,1,0.692,0.85
7535,1,0.384,0.71
7536,1,0.16,0.58
7537,1,0.067,0.45
7538,1,0.067,0.41
7539,1,0.067,0.39
7540,1,0.067,0.38
7541,1,0.187,0.38
7542,1,0.394,0.43
7543,1,0.44,0.54
7544,0.85,0.393,0.65
7545,0.39,0.172,0.66
7546,0.25,0.119,0.67
7547,0.25,0.119,0.69
7548,0.25,0.119,0.7
7549,0.25,0.119,0.69
7550,0.25,0.119,0.66
7551,0.25,0.119,0.65
7552,0.25,0.206,0.68
7553,0.3,0.439,0.8
7554,0.52,0.616,1
7555,0.87,0.829,1
7556,0.87,0.986,0.93
7557,0.87,1,0.89
7558,1,0.692,0.85
7559,1,0.384,0.71
7560,1,0.16,0.58
7561,1,0.067,0.45
7562,1,0.067,0.41
7563,1,0.067,0.39
7564,1,0.067,0.38
7565,1,0.187,0.38
7566,1,0.394,0.43
7567,1,0.44,0.54
7568,0.85,0.393,0.65
7569,0.39,0.172,0.66
7570,0.25,0.119,0.67
7571,0.25,0.119,0.69
7572,0.25,0.119,0.7
7573,0.25,0.119,0.69
7574,0.25,0.119,0.66
7575,0.25,0.119,0.65
7576,0.25,0.206,0.68
7577,0.3,0.439,0.8
7578,0.52,0.616,1
7579,0.87,0.829,1
7580,0.87,0.986,0.93
7581,0.87,1,0.89
7582,1,0.692,0.85
7583,1,0.384,0.71
7584,1,0.16,0.58
7585,1,0.067,0.45
7586,1,0.067,0.41
7587,1,0.067,0.39
7588,1,0.067,0.38
7589,1,0.187,0.38
7590,1,0.394,0.43
7591,1,0.44,0.54
7592,0.85,0.393,0.65
7593,0.39,0.172,0.66
7594,0.25,0.119,0.67
7595,0.25,0.119,0.69
7596,0.25,0.119,0.7
7597,0.25,0.119,0.69
7598,0.25,0.119,0.66
7599,0.25,0.119,0.65
7600,0.25,0.206,0.68
7601,0.3,0.439,0.8
7602,0.52,0.616,1
7603,0.87,0.829,1
7604,0.87,0.986,0.93
7605,0.87,1,0.89
7606,1,0.692,0.85
7607,1,0.384,0.71
7608,1,0.16,0.58
7609,1,0.067,0.45
7610,1,0.067,0.41
7611,1,0.067,0.39
7612,1,0.067,0.38
7613,1,0.187,0.38
7614,1,0.394,0.43
7615,1,0.44,0.54
7616,0.85,0.393,0.65
7617,0.39,0.172,0.66
7618,0.25,0.119,0.67
7619,0.25,0.119,0.69
7620,0.25,0.119,0.7
7621,0.25,0.119,0.69
7622,0.25,0.119,0.66
7623,0.25,0.119,0.65
7624,0.25,0.206,0.68
7625,0.3,0.439,0.8
7626,0.52,0.616,1
7627,0.87,0.829,1
7628,0.87,0.986,0.93
7629,0.87,1,0.89
7630,1,0.692,0.85
7631,1,0.384,0.71
7632,1,0.16,0.58
7633,1,0.067,0.45
7634,1,0.067,0.41
7635,1,0.067,0.39
7636,1,0.067,0.38
7637,1,0.187,0.38
7638,1,0.394,0.43
7639,1,0.44,0.54
7640,0.85,0.393,0.65
7641,0.39,0.172,0.66
7642,0.25,0.119,0.67
7643,0.25,0.119,0.69
7644,0.25,0.119,0.7
7645,0.25,0.119,0.69
7646,0.25,0.119,0.66
7647,0.25,0.119,0.65
7648,0.25,0.206,0.68
7649,0.3,0.439,0.8
7650,0.52,0.616,1
7651,0.87,0.829,1
7652,0.87,0.986,0.93
7653,0.87,1,0.89
7654,1,0.692,0.85
7655,1,0.384,0.71
7656,1,0.16,0.58
7657,1,0.067,0.45
7658,1,0.067,0.41
7659,1,0.067,0.39
7660,1,0.067,0.38
7661,1,0.187,0.38
7662,1,0.394,0.43
7663,1,0.44,0.54
7664,0.85,0.393,0.65
7665,0.39,0.172,0.66
7666,0.25,0.119,0.67
7667,0.25,0.119,0.69
7668,0.25,0.119,0.7
7669,0.25,0.119,0.69
7670,0.25,0.119,0.66
7671,0.25,0.119,0.65
7672,0.25,0.206,0.68
7673,0.3,0.439,0.8
7674,0.52,0.616,1
7675,0.87,0.829,1
7676,0.87,0.986,0.93
7677,0.87,1,0.89
7678,1,0.692,0.85
7679,1,0.384,0.71
7680,1,0.16,0.58
7681,1,0.067,0.45
7682,1,0.067,0.41
7683,1,0.067,0.39
7684,1,0.067,0.38
7685,1,0.187,0.38
7686,1,0.394,0.43
7687,1,0.44,0.54
7688,0.85,0.393,0.65
7689,0.39,0.172,0.66
7690,0.25,0.119,0.67
7691,0.25,0.119,0.69
7692,0.25,0.119,0.7
7693,0.25,0.119,0.69
7694,0.25,0.119,0.66
7695,0.25,0.119,0.65
7696,0.25,0.206,0.68
7697,0.3,0.439,0.8
7698,0.52,0.616,1
7699,0.87,0.829,1
7700,0.87,0.986,0.93
7701,0.87,1,0.89
7702,1,0.692,0.85
7703,1,0.384,0.71
7704,1,0.16,0.58
7705,1,0.067,0.45
7706,1,0.067,0.41
7707,1,0.067,0.39
7708,1,0.067,0.38
7709,1,0.187,0.38
7710,1,0.394,0.43
7711,1,0.44,0.54
7712,0.85,0.393,0.65
7713,0.39,0.172,0.66
7714,0.25,0.119,0.67
7715,0.25,0.119,0.69
7716,0.25,0.119,0.7
7717,0.25,0.119,0.69
7718,0.25,0.119,0.66
7719,0.25,0.119,0.65
7720,0.25,0.206,0.68
7721,0.3,0.439,0.8
7722,0.52,0.616,1
7723,0.87,0.829,1
7724,0.87,0.986,0.93
7725,0.87,1,0.89
7726,1,0.692,0.85
7727,1,0.384,0.71
7728,1,0.16,0.58
7729,1,0.067,0.45
7730,1,0.067,0.41
7731,1,0.067,0.39
7732,1,0.067,0.38
7733,1,0.187,0.38
7734,1,0.394,0.43
7735,1,0.44,0.54
7736,0.85,0.393,0.65
7737,0.39,0.172,0.66
7738,0.25,0.119,0.67
7739,0.25,0.119,0.69
7740,0.25,0.119,0.7
7741,0.25,0.119,0.69
7742,0.25,0.119,0.66
7743,0.25,0.119,0.65
7744,0.25,0.206,0.68
7745,0.3,0.439,0.8
7746,0.52,0.616,1
7747,0.87,0.829,1
7748,0.87,0.986,0.93
7749,0.87,1,0.89
7750,1,0.692,0.85
7751,1,0.384,0.71
7752,1,0.16,0.58
7753,1,0.067,0.45
7754,1,0.067,0.41
7755,1,0.067,0.39
7756,1,0.067,0.38
7757,1,0.187,0.38
7758,1,0.394,0.43
7759,1,0.44,0.54
7760,0.85,0.393,0.65
7761,0.39,0.172,0.66
7762,0.25,0.119,0.67
7763,0.25,0.119,0.69
7764,0.25,0.119,0.7
7765,0.25,0.119,0.69
7766,0.25,0.119,0.66
7767,0.25,0.119,0.65
7768,0.25,0.206,0.68
7769,0.3,0.439,0.8
7770,0.52,0.616,1
7771,0.87,0.829,1
7772,0.87,0.986,0.93
7773,0.87,1,0.89
7774,1,0.692,0.85
7775,1,0.384,0.71
7776,1,0.16,0.58
7777,1,0.067,0.45
7778,1,0.067,0.41
7779,1,0.067,0.39
7780,1,0.067,0.38
7781,1,0.187,0.38
7782,1,0.394,0.43
7783,1,0.44,0.54
7784,0.85,0.393,0.65
7785,0.39,0.172,0.66
7786,0.25,0.119,0.67
7787,0.25,0.119,0.69
7788,0.25,0.119,0.7
7789,0.25,0.119,0.69
7790,0.25,0.119,0.66
7791,0.25,0.119,0.65
7792,0.25,0.206,0.68
7793,0.3,0.439,0.8
7794,0.52,0.616,1
7795,0.87,0.829,1
7796,0.87,0.986,0.93
7797,0.87,1,0.89
7798,1,0.692,0.85
7799,1,0.384,0.71
7800,1,0.16,0.58
7801,1,0.067,0.45
7802,1,0.067,0.41
7803,1,0.067,0.39
7804,1,0.067,0.38
7805,1,0.187,0.38
7806,1,0.394,0.43
7807,1,0.44,0.54
7808,0.85,0.393,0.65
7809,0.39,0.172,0.66
7810,0.25,0.119,0.67
7811,0.25,0.119,0.69
7812,0.25,0.119,0.7
7813,0.25,0.119,0.69
7814,0.25,0.119,0.66
7815,0.25,0.119,0.65
7816,0.25,0.206,0.68
7817,0.3,0.439,0.8
7818,0.52,0.616,1
7819,0.87,0.829,1
7820,0.87,0.986,0.93
7821,0.87,1,0.89
7822,1,0.692,0.85
7823,1,0.384,0.71
7824,1,0.16,0.58
7825,1,0.067,0.45
7826,1,0.067,0.41
7827,1,0.067,0.39
7828,1,0.067,0.38
7829,1,0.187,0.38
7830,1,0.394,0.43
7831,1,0.44,0.54
7832,0.85,0.393,0.65
7833,0.39,0.172,0.66
7834,0.25,0.119,0.67
7835,0.25,0.119,0.69
7836,0.25,0.119,0.7
7837,0.25,0.119,0.69
7838,0.25,0.119,0.66
7839,0.25,0.119,0.65
7840,0.25,0.206,0.68
7841,0.3,0.439,0.8
7842,0.52,0.616,1
7843,0.87,0.829,1
7844,0.87,0.986,0.93
7845,0.87,1,0.89
7846,1,0.692,0.85
7847,1,0.384,0.71
7848,1,0.16,0.58
7849,1,0.067,0.45
7850,1,0.067,0.41
7851,1,0.067,0.39
7852,1,0.067,0.38
7853,1,0.187,0.38
7854,1,0.394,0.43
7855,1,0.44,0.54
7856,0.85,0.393,0.65
7857,0.39,0.172,0.66
7858,0.25,0.119,0.67
7859,0.25,0.119,0.69
7860,0.25,0.119,0.7
7861,0.25,0.119,0.69
7862,0.25,0.119,0.66
7863,0.25,0.119,0.65
7864,0.25,0.206,0.68
7865,0.3,0.439,0.8
7866,0.52,0.616,1
7867,0.87,0.829,1
7868,0.87,0.986,0.93
7869,0.87,1,0.89
7870,1,0.692,0.85
7871,1,0.384,0.71
7872,1,0.16,0.58
7873,1,0.067,0.45
7874,1,0.067,0.41
7875,1,0.067,0.39
7876,1,0.067,0.38
7877,1,0.187,0.38
7878,1,0.394,0.43
7879,1,0.44,0.54
7880,0.85,0.393,0.65
7881,0.39,0.172,0.66
7882,0.25,0.119,0.67
7883,0.25,0.119,0.69
7884,0.25,0.119,0.7
7885,0.25,0.119,0.69
7886,0.25,0.119,0.66
7887,0.25,0.119,0.65
7888,0.25,0.206,0.68
7889,0.3,0.439,0.8
7890,0.52,0.616,1
7891,0.87,0.829,1
7892,0.87,0.986,0.93
7893,0.87,1,0.89
7894,1,0.692,0.85
7895,1,0.384,0.71
7896,1,0.16,0.58
7897,1,0.067,0.45
7898,1,0.067,0.41
7899,1,0.067,0.39
7900,1,0.067,0.38
7901,1,0.187,0.38
7902,1,0.394,0.43
7903,1,0.44,0.54
7904,0.85,0.393,0.65
7905,0.39,0.172,0.66
7906,0.25,0.119,0.67
7907,0.25,0.119,0.69
7908,0.25,0.119,0.7
7909,0.25,0.119,0.69
7910,0.25,0.119,0.66
7911,0.25,0.119,0.65
7912,0.25,0.206,0.68
7913,0.3,0.439,0.8
7914,0.52,0.616,1
7915,0.87,0.829,1
7916,0.87,0.986,0.93
7917,0.87,1,0.89
7918,1,0.692,0.85
7919,1,0.384,0.71
7920,1,0.16,0.58
7921,1,0.067,0.45
7922,1,0.067,0.41
7923,1,0.067,0.39
7924,1,0.067,0.38
7925,1,0.187,0.38
7926,1,0.394,0.43
7927,1,0.44,0.54
7928,0.85,0.393,0.65
7929,0.39,0.172,0.66
7930,0.25,0.119,0.67
7931,0.25,0.119,0.69
7932,0.25,0.119,0.7
7933,0.25,0.119,0.69
7934,0.25,0.119,0.66
7935,0.25,0.119,0.65
7936,0.25,0.206,0.68
7937,0.3,0.439,0.8
7938,0.52,0.616,1
7939,0.87,0.829,1
7940,0.87,0.986,0.93
7941,0.87,1,0.89
7942,1,0.692,0.85
7943,1,0.384,0.71
7944,1,0.16,0.58
7945,1,0.067,0.45
7946,1,0.067,0.41
7947,1,0.067,0.39
7948,1,0.067,0.38
7949,1,0.187,0.38
7950,1,0.394,0.43
7951,1,0.44,0.54
7952,0.85,0.393,0.65
7953,0.39,0.172,0.66
7954,0.25,0.119,0.67
7955,0.25,0.119,0.69
7956,0.25,0.119,0.7
7957,0.25,0.119,0.69
7958,0.25,0.119,0.66
7959,0.25,0.119,0.65
7960,0.25,0.206,0.68
7961,0.3,0.439,0.8
7962,0.52,0.616,1
7963,0.87,0.829,1
7964,0.87,0.986,0.93
7965,0.87,1,0.89
7966,1,0.692,0.85
7967,1,0.384,0.71
7968,1,0.16,0.58
7969,1,0.067,0.45
7970,1,0.067,0.41
7971,1,0.067,0.39
7972,1,0.067,0.38
7973,1,0.187,0.38
7974,1,0.394,0.43
7975,1,0.44,0.54
7976,0.85,0.393,0.65
7977,0.39,0.172,0.66
7978,0.25,0.119,0.67
7979,0.25,0.119,0.69
7980,0.25,0.119,0.7
7981,0.25,0.119,0.69
7982,0.25,0.119,0.66
7983,0.25,0.119,0.65
7984,0.25,0.206,0.68
7985,0.3,0.439,0.8
7986,0.52,0.616,1
7987,0.87,0.829,1
7988,0.87,0.986,0.93
7989,0.87,1,0.89
7990,1,0.692,0.85
7991,1,0.384,0.71
7992,1,0.16,0.58
7993,1,0.067,0.45
7994,1,0.067,0.41
7995,1,0.067,0.39
7996,1,0.067,0.38
7997,1,0.187,0.38
7998,1,0.394,0.43
7999,1,0.44,0.54
8000,0.85,0.393,0.65
8001,0.39,0.172,0.66
8002,0.25,0.119,0.67
8003,0.25,0.119,0.69
8004,0.25,0.119,0.7
8005,0.25,0.119,0.69
8006,0.25,0.119,0.66
8007,0.25,0.119,0.65
8008,0.25,0.206,0.68
8009,0.3,0.439,0.8
8010,0.52,0.616,1
8011,0.87,0.829,1
8012,0.87,0.986,0.93
8013,0.87,1,0.89
8014,1,0.692,0.85
8015,1,0.384,0.71
8016,1,0.16,0.58
8017,1,0.067,0.45
8018,1,0.067,0.41
8019,1,0.067,0.39
8020,1,0.067,0.38
8021,1,0.187,0.38
8022,1,0.394,0.43
8023,1,0.44,0.54
8024,0.85,0.393,0.65
8025,0.39,0.172,0.66
8026,0.25,0.119,0.67
8027,0.25,0.119,0.69
8028,0.25,0.119,0.7
8029,0.25,0.119,0.69
8030,0.25,0.119,0.66
8031,0.25,0.119,0.65
8032,0.25,0.206,0.68
8033,0.3,0.439,0.8
8034,0.52,0.616,1
8035,0.87,0.829,1
8036,0.87,0.986,0.93
8037,0.87,1,0.89
8038,1,0.692,0.85
8039,1,0.384,0.71
8040,1,0.16,0.58
8041,1,0.067,0.45
8042,1,0.067,0.41
8043,1,0.067,0.39
8044,1,0.067,0.38
8045,1,0.187,0.38
8046,1,0.394,0.43
8047,1,0.44,0.54
8048,0.85,0.393,0.65
8049,0.39,0.172,0.66
8050,0.25,0.119,0.67
8051,0.25,0.119,0.69
8052,0.25,0.119,0.7
8053,0.25,0.119,0.69
8054,0.25,0.119,0.66
8055,0.25,0.119,0.65
8056,0.25,0.206,0.68
8057,0.3,0.439,0.8
8058,0.52,0.616,1
8059,0.87,0.829,1
8060,0.87,0.986,0.93
8061,0.87,1,0.89
8062,1,0.692,0.85
8063,1,0.384,0.71
8064,1,0.16,0.58
8065,1,0.067,0.45
8066,1,0.067,0.41
8067,1,0.067,0.39
8068,1,0.067,0.38
8069,1,0.187,0.38
8070,1,0.394,0.43
8071,1,0.44,0.54
8072,0.85,0.393,0.65
8073,0.39,0.172,0.66
8074,0.25,0.119,0.67
8075,0.25,0.119,0.69
8076,0.25,0.119,0.7
8077,0.25,0.119,0.69
